subj	rel	obj
hawaii	structural-noun-compound	hawaii
solar system	structural-noun-compound	system
transport sand	structural-verb	transport
hemisphere	has property	eastern
trashcan	has subcomponent	trash
crater	kind of	land feature
thickness	derivational morphology	thick
fire	at location	surface
revolve	at location	sun
decrease animal population	structural-verb	decrease
multi-cell organism	structural-noun-compound	multi-cell
bring substance	kind of	function
downward	kind of	direction
catching	derivational morphology	catch
annual	synonym	yearly
ferrous metal	structural-adjective	ferrous
clay	has property	nonmagnetic
skeletal system	has subcomponent	bone
show datum	structural-verb	show
skin	has property	color
use crop	structural-verb	use
sint eustatius (netherlands)	structural-noun-compound	sint
swimming	derivational morphology	swim
manmade	antonym	natural
wallis and futuna (france)	structural-noun-compound	wallis
thick tail	structural-noun	tail
centimeter	has property	short
natural material	structural-noun	material
solution	has positive impact on	problem
bird	has subcomponent	lung
octopus	kind of	animal
least value	structural-noun	value
open container	structural-patient	container
once per	structural-noun-compound	per
aquatic	synonym	water
aquatic animal move	structural-verb	move
reaction	has property	bad
population decrease	structural-agent	population
property	has property	visual
identify boiling point	structural-verb	identify
carbon cycle	has subcomponent	decomposition
frosting	kind of	material
heard island and mcdonald islands (australia)	structural-noun-compound	australia
conserve water	kind of	characteristic
lebanon	at location	northern hemisphere
salt and pepper	has subcomponent	salt
m o v	structural-adjective	m
ivy plant	kind of	plant
more size	structural-adjective	more
seychelles	at location	southern hemisphere
cool	instance of	temperature
last long	structural-patient	long
animal eat	structural-agent	animal
pitcairn islands (united kingdom)	structural-noun-compound	pitcairn
lightning	causes	forest fire
big	antonym	small
weather	causes	shelter
ultraviolet light	structural-noun-compound	ultraviolet
magnifying lens	structural-noun-compound	magnifying
chemical weathering	structural-noun-compound	chemical
animal	has subcomponent	foot
gansu	instance of	province
1 day	structural-noun	day
plant	has property	real
adult tree	structural-adjective	adult
sunlight	has subcomponent	light energy
car	has property	electric
few prey	structural-noun	prey
tie back hair	at location	laboratory
food variety	structural-noun-compound	food
toaster	causes	heat energy
hit drum	structural-patient	drum
egg develop	structural-agent	egg
shelter	derivational morphology	shelter
body part	has property	shape
low distance	structural-noun	distance
electric car	has subcomponent	electricity
predict weather	structural-verb	predict
saint pierre and miquelon (france)	structural-noun-compound	france
animal find shelter	structural-verb	find
moon type	structural-noun-compound	type
aruba	at location	northern hemisphere
poison insect	structural-verb	poison
tianjin	at location	people's republic of china
water fall	structural-verb	fall
herbivore eat plant	structural-agent	herbivore
oxfordshire	at location	england
norfolk	structural-noun-compound	norfolk
same object	structural-adjective	same
rotate	synonym	complete rotation
heat	causes	burn
tonnes	synonym	t
light years	kind of	length
pebble	at location	water
tectonic plate move	at location	fault line
warm front	causes	wind
renewable resource	has property	replaceable
tinted lens	structural-noun	lens
quality	has property	low
forests	derivational morphology	forest
heavy object	structural-adjective	heavy
mexico city	structural-noun-compound	city
bang drum	structural-verb	bang
leaf change colour	kind of	process
live young	structural-adjective	live
rust	synonym	form rust
slide	kind of	object
sea mammal	structural-noun-compound	sea
unique seed	structural-adjective	unique
brass	has property	nonmagnetic
vine climb	structural-agent	vine
river flow	structural-verb	flow
usual	synonym	normal
jalisco	structural-noun-compound	jalisco
planet	has property	dwarf
visual property	structural-adjective	visual
rotting meat smell	structural-noun-compound	smell
l a	structural-noun-compound	a
san marino	structural-noun-compound	marino
paper bag	kind of	object
baby bird	structural-adjective	baby
boil	kind of	change
biofuel	causes	carbon dioxide
rub together	synonym	move against
develop trait	structural-verb	develop
food chain role	structural-noun-compound	role
1 day	structural-quantifier	1
organism	has property	health
parent	has subcomponent	baby
harm animal species	structural-patient	animal species
mineral	kind of	solid material
spots	derivational morphology	spot
sutherland	at location	scotland
push switch	structural-patient	switch
new predator	structural-noun	predator
ounces	synonym	oz
o	has property	m
large land mass	structural-adjective	large
plateau	has subcomponent	cool lava
rock layer fold	structural-agent	rock layer
alligator eat frog	has positive impact on	alligator
virginia	at location	united states of america
carry water	structural-patient	water
sifter	kind of	tool
pencil lead	structural-noun-compound	lead
lose soil	structural-patient	soil
animal drink desalinated water	structural-verb	drink
water container	has subcomponent	water
natural gas	has property	nonrenewable
drop	has property	little
protect body	structural-verb	protect
electrical current	synonym	electrical energy
cheshire	instance of	county
physical change	causes	change physical property
canyon	kind of	place
high pulse	structural-adjective	high
cook islands (new zealand)	at location	southern hemisphere
identify inheritance	structural-verb	identify
nigeria	at location	southern hemisphere
surface	has property	hot
image	synonym	visual depiction
wind exposure	structural-noun-compound	wind
conductor	derivational morphology	conduct
blue light	structural-adjective	blue
top soil layer	structural-adjective	top
tall	synonym	great height
particle vibrate	structural-agent	particle
deep sea animal	structural-noun-compound	deep
soda can	structural-noun-compound	can
louis	derivational morphology	louis
object	has property	thickness
physical cycle	at location	earth
meadow voles	structural-noun	voles
temperature drop	synonym	cooling
leaf	has property	big
consumer eat organism	has negative impact on	organism
chemical compound	structural-noun	compound
natural ecosystem	structural-noun	ecosystem
mass	similar to	size
transpiration	derivational morphology	transpire
dissolve	derivational morphology	dissolved
cromartyshire	at location	scotland
airplane	kind of	vehicle
population size	structural-noun-compound	size
soda can	structural-noun-compound	soda
gaseous	kind of	phase
young butterfly	structural-noun	butterfly
great height	structural-adjective	great
blue object	has subcomponent	blue light
prevent occurrence	synonym	decrease occurrence
paper	has property	wood-free
can float	synonym	buoyant
movement	kind of	change
new south wales	structural-noun-compound	wales
campeche	instance of	state
hemisphere of earth	has subcomponent	earth
nuevo león	at location	mexico
object	has property	rigid
o	has property	s
poison environment	structural-verb	poison
peat	at location	swamp
predator	has property	new
north star	structural-noun-compound	star
horse weight	instance of	weight
medicine	causes	bad reaction
rock layer	structural-noun-compound	layer
senegal	at location	southern hemisphere
metamorphosis	has property	complete
old rock	structural-noun	rock
big	kind of	size
bobcat	kind of	predator
northumberland	instance of	county
oxygenate blood	structural-verb	oxygenate
instruments	derivational morphology	instrument
something	has property	many
chicken	kind of	bird
lava cool	structural-agent	lava
drive	kind of	skill
water	kind of	matter
function	similar to	purpose
light	has negative impact on	shadow
no speed	structural-noun	speed
nonliving thing	structural-adjective	nonliving
yorkshire	at location	england
animal	has subcomponent	whisker
take object	has negative impact on	group
ethanol	has subcomponent	corn
human	causes	pollution
big size	has positive impact on	extensive property
land feature	structural-noun-compound	feature
mountains	derivational morphology	mountains
produce light	structural-verb	produce
electric device turn on	structural-verb	turn on
dead leaf fall	at location	tree
storm	has subcomponent	rain
tibet autonomous region	structural-noun-compound	tibet
roots	derivational morphology	root
resource decrease	at location	environment
plant	at location	soil
