subj	rel	obj	id	flag
create|v	patient	peate|n	071b-6b75-e037-a163	2
many nutrient|qn	structural-noun	nutrient|n	0738-f2c4-03a7-3a8b	0
many nutrient|qn	structural-quantifier	many|q	0738-f2c4-03a7-3a8b	0
soil layer|ns	has property	top|j	0738-f2c4-03a7-3a8b	0
soil layer|ns	structural-noun-compound	layer|n	0738-f2c4-03a7-3a8b	0
soil layer|ns	structural-noun-compound	soil|n	0738-f2c4-03a7-3a8b	0
top soil layer|jn	structural-adjective	top|j	0738-f2c4-03a7-3a8b	0
top soil layer|jn	structural-noun	soil layer|ns	0738-f2c4-03a7-3a8b	0
internal organ|ns	structural-noun-compound	internal|n	07a1-a8a2-97ac-1866	0
internal organ|ns	structural-noun-compound	organ|n	07a1-a8a2-97ac-1866	0
covering|n	has property	protective|j	07ae-5b5d-6e83-d86a	0
protective covering|jn	structural-adjective	protective|j	07ae-5b5d-6e83-d86a	0
protective covering|jn	structural-noun	covering|n	07ae-5b5d-6e83-d86a	0
catch prey|vp	structural-patient	prey|n	07b2-9ecc-9cbf-916e	2
catch prey|vp	structural-verb	catch|v	07b2-9ecc-9cbf-916e	2
catch|v	patient	prey|n	07b2-9ecc-9cbf-916e	2
particle|n	has property	small|j	07cd-40e2-cfed-90ab	0
sedimentary rock|jn	structural-adjective	sedimentary|j	07cd-40e2-cfed-90ab	0
sedimentary rock|jn	structural-noun	rock|n	07cd-40e2-cfed-90ab	0
small particle|jn	structural-adjective	small|j	07cd-40e2-cfed-90ab	0
small particle|jn	structural-noun	particle|n	07cd-40e2-cfed-90ab	0
pine needle|ns	structural-noun-compound	needle|n	084c-4642-aa65-3cd4	0
pine needle|ns	structural-noun-compound	pine|n	084c-4642-aa65-3cd4	0
see prey|vp	structural-patient	prey|n	0857-a14d-3376-70f7	2
see prey|vp	structural-verb	see|v	0857-a14d-3376-70f7	2
see|v	patient	prey|n	0857-a14d-3376-70f7	2
sense prey|vp	structural-patient	prey|n	0857-a14d-3376-70f7	2
sense prey|vp	structural-verb	sense|v	0857-a14d-3376-70f7	2
sense|v	patient	prey|n	0857-a14d-3376-70f7	2
grow|v	agent	living thing|jn	085c-28bf-bb51-79e6	2
grow|v	agent	plant|n	085c-28bf-bb51-79e6	2
living thing grow|av	structural-agent	living thing|jn	085c-28bf-bb51-79e6	2
living thing grow|av	structural-verb	grow|v	085c-28bf-bb51-79e6	2
living thing|jn	structural-adjective	living|j	085c-28bf-bb51-79e6	0
living thing|jn	structural-noun	thing|n	085c-28bf-bb51-79e6	0
plant grow|av	structural-agent	plant|n	085c-28bf-bb51-79e6	2
plant grow|av	structural-verb	grow|v	085c-28bf-bb51-79e6	2
break off|v	agent	small object|jn	0887-9c82-3ec7-f2d7	2
object|n	has property	small|j	0887-9c82-3ec7-f2d7	0
small object break off|av	structural-agent	small object|jn	0887-9c82-3ec7-f2d7	2
small object break off|av	structural-verb	break off|v	0887-9c82-3ec7-f2d7	2
small object|jn	structural-adjective	small|j	0887-9c82-3ec7-f2d7	0
small object|jn	structural-noun	object|n	0887-9c82-3ec7-f2d7	0
animal scale|ns	structural-noun-compound	animal|n	0897-4040-593e-dc4e	0
animal scale|ns	structural-noun-compound	scale|n	0897-4040-593e-dc4e	0
ride vehicle|vp	structural-patient	vehicle|n	08a9-b262-9252-9125	2
ride vehicle|vp	structural-verb	ride|v	08a9-b262-9252-9125	2
ride|v	patient	vehicle|n	08a9-b262-9252-9125	2
heavy object|jn	structural-adjective	heavy|j	08ea-2bfc-e6e1-9c7d	0
heavy object|jn	structural-noun	object|n	08ea-2bfc-e6e1-9c7d	0
lift heavy object|vp	structural-patient	heavy object|jn	08ea-2bfc-e6e1-9c7d	2
lift heavy object|vp	structural-verb	lift|v	08ea-2bfc-e6e1-9c7d	2
lift|v	patient	heavy object|jn	08ea-2bfc-e6e1-9c7d	2
move heavy object|vp	structural-patient	heavy object|jn	08ea-2bfc-e6e1-9c7d	2
move heavy object|vp	structural-verb	move|v	08ea-2bfc-e6e1-9c7d	2
move|v	patient	heavy object|jn	08ea-2bfc-e6e1-9c7d	2
object|n	has property	heavy|j	08ea-2bfc-e6e1-9c7d	0
physical property|jn	structural-adjective	physical|j	095a-404f-6149-222c	0
physical property|jn	structural-noun	property|n	095a-404f-6149-222c	0
property|n	has property	physical|j	095a-404f-6149-222c	0
carbon dioxide|ns	structural-noun-compound	carbon|n	0962-4a47-4e17-ce97	0
carbon dioxide|ns	structural-noun-compound	dioxide|n	0962-4a47-4e17-ce97	0
green plant|jn	structural-adjective	green|j	0962-4a47-4e17-ce97	0
green plant|jn	structural-noun	plant|n	0962-4a47-4e17-ce97	0
plant|n	has property	green|j	0962-4a47-4e17-ce97	0
solar energy|jn	structural-adjective	solar|j	0962-4a47-4e17-ce97	0
solar energy|jn	structural-noun	energy|n	0962-4a47-4e17-ce97	0
muscle cell|ns	structural-noun-compound	cell|n	09b1-d7da-1e41-3064	0
muscle cell|ns	structural-noun-compound	muscle|n	09b1-d7da-1e41-3064	0
monitor location|vp	structural-patient	location|n	09b3-241c-6fef-fc12	2
monitor location|vp	structural-verb	monitor|v	09b3-241c-6fef-fc12	2
monitor|v	patient	location|n	09b3-241c-6fef-fc12	2
measure time|vp	structural-patient	time|n	09c7-65ed-43a7-93c0	2
measure time|vp	structural-verb	measure|v	09c7-65ed-43a7-93c0	2
measure|v	patient	time|n	09c7-65ed-43a7-93c0	2
item|n	has property	required|j	09f9-ddfd-fa69-b278	0
less required item|qjn	structural-adjective	required|j	09f9-ddfd-fa69-b278	0
less required item|qjn	structural-noun	item|n	09f9-ddfd-fa69-b278	0
less required item|qjn	structural-quantifier	less|q	09f9-ddfd-fa69-b278	0
resource consumer|ns	structural-noun-compound	consumer|n	09f9-ddfd-fa69-b278	0
resource consumer|ns	structural-noun-compound	resource|n	09f9-ddfd-fa69-b278	0
United States|ns	structural-noun-compound	State|n	0a04-e1b0-44ed-652d	0
United States|ns	structural-noun-compound	United|n	0a04-e1b0-44ed-652d	0
change color|vp	structural-patient	color|n	0a51-236d-27b4-abc4	2
change color|vp	structural-verb	change|v	0a51-236d-27b4-abc4	2
change|v	patient	color|n	0a51-236d-27b4-abc4	2
farm meat|ns	structural-noun-compound	farm|n	0a67-4834-1132-d2e9	0
farm meat|ns	structural-noun-compound	meat|n	0a67-4834-1132-d2e9	0
wild meat|ns	structural-noun-compound	meat|n	0a67-4834-1132-d2e9	0
wild meat|ns	structural-noun-compound	wild|n	0a67-4834-1132-d2e9	0
electrical device|jn	structural-adjective	electrical|j	0a68-679d-5a83-b70b	0
electrical device|jn	structural-noun	device|n	0a68-679d-5a83-b70b	0
environment|n	has property	tropical|j	0a7a-e005-a69f-d3e8	0
tropical environment|jn	structural-adjective	tropical|j	0a7a-e005-a69f-d3e8	0
tropical environment|jn	structural-noun	environment|n	0a7a-e005-a69f-d3e8	0
measure earthquake|vp	structural-patient	earthquake|n	0ad1-f529-32a2-a01d	2
measure earthquake|vp	structural-verb	measure|v	0ad1-f529-32a2-a01d	2
measure|v	patient	earthquake|n	0ad1-f529-32a2-a01d	2
electrical insulator|jn	structural-adjective	electrical|j	0ad2-d22e-525e-0038	0
electrical insulator|jn	structural-noun	insulator|n	0ad2-d22e-525e-0038	0
prevent flow|vp	structural-patient	flow|n	0ad2-d22e-525e-0038	2
prevent flow|vp	structural-verb	prevent|v	0ad2-d22e-525e-0038	2
prevent|v	patient	flow|n	0ad2-d22e-525e-0038	2
change|v	agent	temperature|n	0ae5-7e63-0d02-bd6a	2
temperature change|av	structural-agent	temperature|n	0ae5-7e63-0d02-bd6a	2
temperature change|av	structural-verb	change|v	0ae5-7e63-0d02-bd6a	2
circuit|n	has property	closed|j	0b18-91e7-5692-5753	0
closed circuit|jn	structural-adjective	closed|j	0b18-91e7-5692-5753	0
closed circuit|jn	structural-noun	circuit|n	0b18-91e7-5692-5753	0
device|n	has property	electrical|j	0b18-91e7-5692-5753	0
electrical device|jn	structural-adjective	electrical|j	0b18-91e7-5692-5753	0
electrical device|jn	structural-noun	device|n	0b18-91e7-5692-5753	0
electricity flow|av	structural-agent	electricity|n	0b18-91e7-5692-5753	2
electricity flow|av	structural-verb	flow|v	0b18-91e7-5692-5753	2
flow|v	agent	electricity|n	0b18-91e7-5692-5753	2
power electrical device|vp	structural-patient	electrical device|jn	0b18-91e7-5692-5753	2
power electrical device|vp	structural-verb	power|v	0b18-91e7-5692-5753	2
power|v	patient	electrical device|jn	0b18-91e7-5692-5753	2
many organism|qn	structural-noun	organism|n	0b20-e1d5-d119-0111	0
many organism|qn	structural-quantifier	many|q	0b20-e1d5-d119-0111	0
air pressure|ns	structural-noun-compound	air|n	0b32-125c-d57c-a9fb	0
air pressure|ns	structural-noun-compound	pressure|n	0b32-125c-d57c-a9fb	0
less bacterium|qn	structural-noun	bacterium|n	0b35-65f7-11a2-d41e	0
less bacterium|qn	structural-quantifier	less|q	0b35-65f7-11a2-d41e	0
beach ball|ns	structural-noun-compound	ball|n	0b3c-fc05-1642-9a08	0
beach ball|ns	structural-noun-compound	beach|n	0b3c-fc05-1642-9a08	0
earthquake magnitude|ns	structural-noun-compound	earthquake|n	0b41-0bce-3131-bd88	0
earthquake magnitude|ns	structural-noun-compound	magnitude|n	0b41-0bce-3131-bd88	0
earthquake strength|ns	structural-noun-compound	earthquake|n	0b41-0bce-3131-bd88	0
earthquake strength|ns	structural-noun-compound	strength|n	0b41-0bce-3131-bd88	0
measure earthquake magnitude|vp	structural-patient	earthquake magnitude|ns	0b41-0bce-3131-bd88	2
measure earthquake magnitude|vp	structural-verb	measure|v	0b41-0bce-3131-bd88	2
measure earthquake strength|vp	structural-patient	earthquake strength|ns	0b41-0bce-3131-bd88	2
measure earthquake strength|vp	structural-verb	measure|v	0b41-0bce-3131-bd88	2
measure|v	patient	earthquake magnitude|ns	0b41-0bce-3131-bd88	2
measure|v	patient	earthquake strength|ns	0b41-0bce-3131-bd88	2
roller skate|ns	structural-noun-compound	roller|n	0b44-5bde-7e62-3b5c	0
roller skate|ns	structural-noun-compound	skate|n	0b44-5bde-7e62-3b5c	0
fossil fuel|ns	structural-noun-compound	fossil|n	0b4c-355e-1cca-d698	0
fossil fuel|ns	structural-noun-compound	fuel|n	0b4c-355e-1cca-d698	0
earth's tilt|ns	structural-noun-compound	earth's|n	0b7b-cf23-e64f-4200	0
earth's tilt|ns	structural-noun-compound	tilt|n	0b7b-cf23-e64f-4200	0
living thing|jn	structural-adjective	living|j	0b7b-e025-3fb7-01dd	0
living thing|jn	structural-noun	thing|n	0b7b-e025-3fb7-01dd	0
natural structure|jn	structural-adjective	natural|j	0b7b-e025-3fb7-01dd	0
natural structure|jn	structural-noun	structure|n	0b7b-e025-3fb7-01dd	0
structure|n	has property	natural|j	0b7b-e025-3fb7-01dd	0
thing|n	has property	living|j	0b7b-e025-3fb7-01dd	0
protect plant|vp	structural-patient	plant|n	0b8a-d16a-4a24-14c5	2
protect plant|vp	structural-verb	protect|v	0b8a-d16a-4a24-14c5	2
protect|v	patient	plant|n	0b8a-d16a-4a24-14c5	2
operate|v	agent	vehicle|n	0bb0-16b1-30de-d0e2	2
vehicle operate|av	structural-agent	vehicle|n	0bb0-16b1-30de-d0e2	2
vehicle operate|av	structural-verb	operate|v	0bb0-16b1-30de-d0e2	2
different kind|jn	structural-adjective	different|j	0bbd-c06e-f04f-4a91	0
different kind|jn	structural-noun	kind|n	0bbd-c06e-f04f-4a91	0
different type|jn	structural-adjective	different|j	0bbd-c06e-f04f-4a91	0
different type|jn	structural-noun	type|n	0bbd-c06e-f04f-4a91	0
kind|n	has property	different|j	0bbd-c06e-f04f-4a91	0
type|n	has property	different|j	0bbd-c06e-f04f-4a91	0
circuit|n	has property	parallel|j	0be5-a05c-01aa-32ac	0
many pathway|qn	structural-noun	pathway|n	0be5-a05c-01aa-32ac	0
many pathway|qn	structural-quantifier	many|q	0be5-a05c-01aa-32ac	0
parallel circuit|jn	structural-adjective	parallel|j	0be5-a05c-01aa-32ac	0
parallel circuit|jn	structural-noun	circuit|n	0be5-a05c-01aa-32ac	0
ultraviolet light|ns	structural-noun-compound	light|n	0bfe-6bc5-5887-4c10	0
ultraviolet light|ns	structural-noun-compound	ultraviolet|n	0bfe-6bc5-5887-4c10	0
ultraviolet ray|ns	structural-noun-compound	ray|n	0bfe-6bc5-5887-4c10	0
ultraviolet ray|ns	structural-noun-compound	ultraviolet|n	0bfe-6bc5-5887-4c10	0
land formation|ns	structural-noun-compound	formation|n	0c28-b3cd-bb77-d385	0
land formation|ns	structural-noun-compound	land|n	0c28-b3cd-bb77-d385	0
little light|qn	structural-noun	light|n	0c2b-7128-7a4c-4f92	0
little light|qn	structural-quantifier	little|q	0c2b-7128-7a4c-4f92	0
national park|ns	structural-noun-compound	national|n	0c65-2951-3811-5f6a	0
national park|ns	structural-noun-compound	park|n	0c65-2951-3811-5f6a	0
last quarter|jn	structural-adjective	last|j	0cac-60e6-ae3d-50ec	0
last quarter|jn	structural-noun	quarter|n	0cac-60e6-ae3d-50ec	0
moon phase|ns	structural-noun-compound	moon|n	0cac-60e6-ae3d-50ec	0
moon phase|ns	structural-noun-compound	phase|n	0cac-60e6-ae3d-50ec	0
quarter|n	has property	last|j	0cac-60e6-ae3d-50ec	0
describe size|vp	structural-patient	size|n	0cdb-042b-7900-4dee	2
describe size|vp	structural-verb	describe|v	0cdb-042b-7900-4dee	2
describe|v	patient	size|n	0cdb-042b-7900-4dee	2
many rain|qn	structural-noun	rain|n	0cf9-0d32-4d85-4954	0
many rain|qn	structural-quantifier	many|q	0cf9-0d32-4d85-4954	0
sort kind|vp	structural-patient	kind|n	0d00-93f4-5616-0efc	2
sort kind|vp	structural-verb	sort|v	0d00-93f4-5616-0efc	2
sort type|vp	structural-patient	type|n	0d00-93f4-5616-0efc	2
sort type|vp	structural-verb	sort|v	0d00-93f4-5616-0efc	2
sort|v	patient	kind|n	0d00-93f4-5616-0efc	2
sort|v	patient	type|n	0d00-93f4-5616-0efc	2
grow|v	agent	tree|n	0d05-923d-7ac4-0ae8	2
tree grow|av	structural-agent	tree|n	0d05-923d-7ac4-0ae8	2
tree grow|av	structural-verb	grow|v	0d05-923d-7ac4-0ae8	2
material|n	has property	soft|j	0d14-a620-1810-48a3	0
soft material|jn	structural-adjective	soft|j	0d14-a620-1810-48a3	0
soft material|jn	structural-noun	material|n	0d14-a620-1810-48a3	0
rock erosion|ns	structural-noun-compound	erosion|n	0d14-c53e-d23c-17d9	0
rock erosion|ns	structural-noun-compound	rock|n	0d14-c53e-d23c-17d9	0
soil erosion|ns	structural-noun-compound	erosion|n	0d14-c53e-d23c-17d9	0
soil erosion|ns	structural-noun-compound	soil|n	0d14-c53e-d23c-17d9	0
high temperature|jn	structural-adjective	high|j	0d5b-f3fe-5534-5799	0
high temperature|jn	structural-noun	temperature|n	0d5b-f3fe-5534-5799	0
temperature|n	has property	high|j	0d5b-f3fe-5534-5799	0
separate liquid|vp	structural-patient	liquid|n	0d7e-4532-27b4-43c9	2
separate liquid|vp	structural-verb	separate|v	0d7e-4532-27b4-43c9	2
separate|v	patient	liquid|n	0d7e-4532-27b4-43c9	2
move waste|vp	structural-patient	waste|n	0d81-d223-b67b-10d1	2
move waste|vp	structural-verb	move|v	0d81-d223-b67b-10d1	2
move water|vp	structural-patient	water|n	0d81-d223-b67b-10d1	2
move water|vp	structural-verb	move|v	0d81-d223-b67b-10d1	2
move|v	patient	waste|n	0d81-d223-b67b-10d1	2
move|v	patient	water|n	0d81-d223-b67b-10d1	2
many cloud|qn	structural-noun	cloud|n	0d83-db1e-d92b-0bf0	0
many cloud|qn	structural-quantifier	many|q	0d83-db1e-d92b-0bf0	0
stop vehicle|vp	structural-patient	vehicle|n	0dab-6edc-e179-77ac	2
stop vehicle|vp	structural-verb	stop|v	0dab-6edc-e179-77ac	2
stop|v	patient	vehicle|n	0dab-6edc-e179-77ac	2
bad reaction|jn	structural-adjective	bad|j	0de5-48b7-1fb5-acbb	0
bad reaction|jn	structural-noun	reaction|n	0de5-48b7-1fb5-acbb	0
reaction|n	has property	bad|j	0de5-48b7-1fb5-acbb	0
burn living thing|vp	structural-patient	living thing|jn	0e47-2c50-6be2-5375	2
burn living thing|vp	structural-verb	burn|v	0e47-2c50-6be2-5375	2
burn|v	patient	living thing|jn	0e47-2c50-6be2-5375	2
living thing|jn	structural-adjective	living|j	0e47-2c50-6be2-5375	0
living thing|jn	structural-noun	thing|n	0e47-2c50-6be2-5375	0
oxygen melting point|ns	structural-noun-compound	melting|n	0ed7-324f-5c82-eb6c	0
oxygen melting point|ns	structural-noun-compound	oxygen|n	0ed7-324f-5c82-eb6c	0
oxygen melting point|ns	structural-noun-compound	point|n	0ed7-324f-5c82-eb6c	0
very hot|qj	structural-adjective	hot|j	0ef0-7edc-e18e-a2fa	0
very hot|qj	structural-quantifier	very|q	0ef0-7edc-e18e-a2fa	0
chemical reaction|jn	structural-adjective	chemical|j	0f0d-2cc5-fcc1-3c1f	0
chemical reaction|jn	structural-noun	reaction|n	0f0d-2cc5-fcc1-3c1f	0
information|n	has property	new|j	0f69-e684-8421-00ae	0
new information|jn	structural-adjective	new|j	0f69-e684-8421-00ae	0
new information|jn	structural-noun	information|n	0f69-e684-8421-00ae	0
many cell|qn	structural-noun	cell|n	0f8a-4ede-42d6-258e	0
many cell|qn	structural-quantifier	many|q	0f8a-4ede-42d6-258e	0
multicellular organism|jn	structural-adjective	multicellular|j	0f8a-4ede-42d6-258e	0
multicellular organism|jn	structural-noun	organism|n	0f8a-4ede-42d6-258e	0
organism|n	has property	multicellular|j	0f8a-4ede-42d6-258e	0
boiling point|ns	structural-noun-compound	boiling|n	0f8b-28e6-6305-a476	0
boiling point|ns	structural-noun-compound	point|n	0f8b-28e6-6305-a476	0
cut down tree|vp	structural-patient	tree|n	0fb6-467a-43af-1af8	2
cut down tree|vp	structural-verb	cut down|v	0fb6-467a-43af-1af8	2
cut down|v	patient	tree|n	0fb6-467a-43af-1af8	2
metamorphic rock|jn	structural-adjective	metamorphic|j	0fc7-bb62-bc30-e3fd	0
metamorphic rock|jn	structural-noun	rock|n	0fc7-bb62-bc30-e3fd	0
rock|n	has property	metamorphic|j	0fc7-bb62-bc30-e3fd	0
body system|ns	structural-noun-compound	body|n	0fda-acea-84f6-b616	0
body system|ns	structural-noun-compound	system|n	0fda-acea-84f6-b616	0
nervous system|ns	structural-noun-compound	nervous|n	0fda-acea-84f6-b616	0
nervous system|ns	structural-noun-compound	system|n	0fda-acea-84f6-b616	0
absorb sunlight|vp	structural-patient	sunlight|n	0fef-e04d-dcf6-d43a	2
absorb sunlight|vp	structural-verb	absorb|v	0fef-e04d-dcf6-d43a	2
absorb|v	patient	sunlight|n	0fef-e04d-dcf6-d43a	2
large leaf|jn	structural-adjective	large|j	0fef-e04d-dcf6-d43a	0
large leaf|jn	structural-noun	leaf|n	0fef-e04d-dcf6-d43a	0
leaf|n	has property	large|j	0fef-e04d-dcf6-d43a	0
flesh|n	has property	rotting|j	0ff3-af70-ba28-efc5	0
meat|n	has property	rotting|j	0ff3-af70-ba28-efc5	0
rotting flesh|jn	structural-adjective	rotting|j	0ff3-af70-ba28-efc5	0
rotting flesh|jn	structural-noun	flesh|n	0ff3-af70-ba28-efc5	0
rotting meat|jn	structural-adjective	rotting|j	0ff3-af70-ba28-efc5	0
rotting meat|jn	structural-noun	meat|n	0ff3-af70-ba28-efc5	0
change|v	agent	entire community|jn	0ff9-ee4f-fb1b-1627	2
community|n	has property	entire|j	0ff9-ee4f-fb1b-1627	0
entire community change|av	structural-agent	entire community|jn	0ff9-ee4f-fb1b-1627	2
entire community change|av	structural-verb	change|v	0ff9-ee4f-fb1b-1627	2
